City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
370,mackay,75,CA,1548453600,55,53.65,-115.58,39.2,14.99
371,rizhao,0,CN,1548455686,79,35.43,119.46,19.36,7.43
372,muzhi,32,RU,1548455686,67,65.4,64.7,-22.5,4.97
373,ayacucho,75,PE,1548453600,49,-13.16,-74.23,68.0,3.36
374,chongwe,0,ZM,1548453600,88,-15.33,28.68,69.8,4.7
375,soure,0,PT,1548450000,93,40.06,-8.63,48.2,1.12
376,lompoc,1,US,1548454500,32,34.64,-120.46,71.96,10.29
377,bandarbeyla,80,SO,1548455687,100,9.49,50.81,77.0,18.72
378,storm lake,1,US,1548454500,61,42.64,-95.21,15.98,8.05
379,tromso,0,NO,1548453000,57,69.65,18.96,19.4,5.82
380,kangaatsiaq,0,GL,1548455688,100,68.31,-53.46,9.86,10.67
381,puerto quijarro,40,BO,1548453600,79,-19.0,-57.72,84.2,2.24
382,carnarvon,0,ZA,1548455689,55,-30.97,22.13,58.91,14.25
383,sur,0,OM,1548455689,100,22.57,59.53,67.19,8.21
384,sedalia,40,US,1548454500,53,38.7,-93.23,32.0,14.99
385,beipiao,0,CN,1548455689,64,41.8,120.76,8.42,4.07
386,touros,20,BR,1548453600,74,-5.2,-35.46,82.4,11.41
387,waddan,0,LY,1548455690,48,29.16,16.14,44.78,15.37
388,benghazi,92,LY,1548455474,100,32.12,20.07,55.94,37.51
389,terrassa,0,ES,1548453600,80,41.57,2.01,42.8,4.7
390,imeni poliny osipenko,0,RU,1548455690,60,52.42,136.49,-7.06,2.84
391,barcelos,8,PT,1548453600,100,41.53,-8.62,48.2,2.24
392,lianzhou,0,CN,1548455691,97,24.79,112.38,39.02,1.95
393,jacareacanga,20,BR,1548450000,70,-6.22,-57.76,87.8,3.36
394,satipo,56,PE,1548455692,96,-11.26,-74.64,69.8,1.61
395,batemans bay,0,AU,1548455692,75,-35.71,150.18,79.16,4.41
396,haines junction,0,CA,1548455490,82,60.75,-137.51,27.41,5.3
397,sayyan,8,YE,1548455692,73,15.17,44.32,39.2,2.17
398,zimmi,56,SL,1548455692,91,7.31,-11.31,77.86,3.4
399,narsaq,64,GL,1548453000,37,60.91,-46.05,35.6,25.28
400,bambous virieux,40,MU,1548453600,88,-20.34,57.76,78.8,8.05
401,constitucion,75,MX,1548452640,5,23.99,-104.67,73.4,11.41
402,thunder bay,20,CA,1548453600,47,48.41,-89.26,-9.41,9.17
403,alzamay,76,RU,1548455694,86,55.55,98.67,10.22,3.74
404,wilmington,1,US,1548454500,39,39.75,-75.55,37.94,10.29
405,muttupet,0,IN,1548455694,100,10.4,79.48,71.74,3.06
406,kununurra,76,AU,1548453600,88,-15.77,128.74,80.6,6.2
407,pagsangahan,32,PH,1548455695,100,11.13,124.56,77.09,18.84
408,juba,90,EE,1548453000,85,57.82,26.93,10.4,6.93
409,srednekolymsk,44,RU,1548455695,40,67.46,153.71,-25.92,2.84
410,saint-francois,90,FR,1548453600,93,46.42,3.91,32.0,5.82
411,damavand,20,IR,1548453600,42,35.72,52.07,48.2,4.7
412,swindon,20,GB,1548454800,93,51.56,-1.79,44.6,6.93
413,millau,90,FR,1548453600,89,44.1,3.08,32.0,9.17
414,grindavik,75,IS,1548453600,100,63.84,-22.43,32.0,12.75
415,marion,1,US,1548453360,59,38.35,-97.02,39.92,17.22
416,izhevsk,48,RU,1548455697,70,56.87,53.21,1.4,8.77
417,bangassou,76,CF,1548455697,68,4.74,22.82,78.35,2.62
418,ribeira grande,40,PT,1548450000,87,38.52,-28.7,60.8,12.75
419,mathathane,32,BW,1548455698,58,-22.27,28.75,79.43,12.24
420,williams lake,90,CA,1548453600,100,52.13,-122.14,28.4,5.82
421,adrar,0,DZ,1548453600,30,27.87,-0.29,59.0,9.17
422,kostomuksha,24,RU,1548455698,73,64.59,30.6,-10.93,2.39
423,bismarck,40,US,1548454500,77,46.81,-100.78,1.04,6.31
424,qiongshan,40,CN,1548453600,100,20.01,110.35,57.2,10.0
425,harper,75,US,1548453300,61,30.3,-99.24,60.98,9.17
426,kalmunai,88,LK,1548455699,100,7.42,81.82,74.12,3.62
427,bilibino,48,RU,1548455699,54,68.06,166.44,-32.53,2.73
428,kimberley,0,ZA,1548453600,20,-28.74,24.76,77.0,8.05
429,mecca,12,SA,1548455700,90,21.43,39.83,63.01,2.73
430,oakland,20,US,1548454500,59,37.8,-122.27,67.82,6.93
431,ayan,56,TR,1548455701,93,40.67,33.6,35.02,6.31
432,coihaique,75,CL,1548453600,53,-45.58,-72.07,51.8,6.93
433,christchurch,12,NZ,1548453600,64,-43.53,172.64,68.0,6.93
434,nemuro,48,JP,1548455702,100,43.32,145.57,29.03,14.25
435,chenghai,0,CN,1548453600,100,23.46,116.77,53.6,2.24
436,hoima,0,UG,1548455702,84,1.43,31.35,64.13,2.73
437,junction city,1,US,1548453360,58,39.03,-96.83,42.08,6.93
438,acari,36,BR,1548455702,49,-6.44,-36.64,80.96,11.45
439,itaituba,20,BR,1548450000,83,-4.26,-55.99,80.6,2.24
440,parangan,36,PH,1548455703,100,5.08,119.94,80.6,8.77
441,bontang,92,ID,1548455703,100,0.12,117.47,75.79,6.08
442,pangnirtung,90,CA,1548453600,71,66.15,-65.72,5.0,23.04
443,ocos,40,GT,1548453600,49,14.51,-92.19,89.6,9.17
444,camocim,88,BR,1548455704,99,-2.9,-40.84,72.41,3.51
445,los llanos de aridane,92,ES,1548453600,72,28.66,-17.92,60.8,8.05
446,iqaluit,90,CA,1548453600,77,63.75,-68.52,6.8,3.36
447,marzuq,24,YE,1548455705,93,14.4,46.47,45.86,3.4
448,caico,44,PE,1548455705,63,-17.24,-70.29,54.5,1.72
449,lewiston,40,US,1548453900,46,44.1,-70.21,35.06,9.17
450,toul,92,FR,1548453600,98,48.68,5.89,37.4,13.87
451,caranavi,68,BO,1548455706,85,-15.83,-67.57,71.33,0.6
452,selenduma,32,RU,1548455706,70,50.92,106.24,-0.27,2.62
453,comana,90,RO,1548453600,100,44.17,26.14,30.2,17.22
454,kijang,0,KR,1548453600,38,35.24,129.21,26.6,5.82
455,kaohsiung,20,TW,1548453600,87,22.62,120.31,60.8,4.7
456,kjollefjord,0,NO,1548453000,85,70.95,27.35,21.2,10.29
457,casablanca,75,MA,1548453600,100,33.6,-7.62,55.4,8.05
458,lebedyan,56,RU,1548455707,74,53.01,39.13,0.41,11.23
459,jupiter,1,US,1548454500,68,26.93,-80.09,64.4,12.75
460,cornwall,20,CA,1548453300,54,45.02,-74.73,23.0,20.8
461,turinsk,64,RU,1548455708,85,58.04,63.7,2.71,2.39
462,sambava,24,MG,1548455708,100,-14.27,50.17,81.41,7.54
463,mareeba,75,AU,1548453600,94,-16.99,145.42,75.2,12.75
464,skogn,0,NO,1548453000,63,63.7,11.19,26.6,16.11
465,piney green,1,US,1548454800,44,35.09,-78.48,50.0,4.52
466,tinaquillo,8,VE,1548455709,72,9.92,-68.31,72.86,3.74
467,meulaboh,76,ID,1548455709,100,4.14,96.13,78.17,4.41
468,concordia,0,AR,1548455709,77,-31.4,-58.02,82.04,9.78
469,yerbogachen,44,RU,1548455710,74,61.28,108.01,-0.09,4.18
470,bakchar,64,RU,1548455710,73,57.02,82.07,6.22,6.98
471,nibe,76,DK,1548455710,99,56.98,9.64,25.07,12.8
472,yinchuan,0,CN,1548455711,58,38.48,106.21,2.89,2.62
473,mount isa,44,AU,1548453600,74,-20.73,139.49,78.8,3.36
474,zyryanka,76,RU,1548455711,73,65.73,150.89,-24.39,2.95
475,saint-pierre,90,FR,1548453600,100,48.95,4.24,37.4,16.11
476,naze,40,NG,1548453600,83,5.43,7.07,77.0,2.24
477,beira,40,ES,1548453600,93,43.2,-8.36,44.6,2.24
478,tayga,20,RU,1548455712,37,64.77,43.49,-24.75,1.95
479,fukue,20,JP,1548453600,100,35.03,136.69,42.8,31.09
480,hutchinson,1,US,1548453360,40,38.06,-97.93,48.02,14.99
481,haverfordwest,92,GB,1548453000,93,51.8,-4.97,46.4,3.36
482,careiro da varzea,20,BR,1548453600,88,-3.2,-59.81,80.6,2.39
483,roebourne,20,AU,1548455708,64,-20.77,117.15,86.0,18.84
484,fairbanks,90,US,1548453480,95,64.84,-147.72,28.04,11.34
485,waipawa,8,NZ,1548455714,62,-39.94,176.59,70.66,12.46
486,alta floresta,24,BR,1548455714,93,-9.87,-56.08,76.91,2.17
487,verkhoyansk,56,RU,1548455714,0,67.55,133.39,-43.06,1.95
488,faanui,88,PF,1548455714,100,-16.48,-151.75,83.12,8.1
489,dudinka,56,RU,1548455715,64,69.41,86.18,-21.82,9.55
490,luderitz,0,NA,1548455715,65,-26.65,15.16,62.56,21.85
491,bundaberg,40,AU,1548453600,69,-24.87,152.35,80.6,6.93
492,long,20,CN,1548455716,95,19.18,109.54,59.14,2.39
493,matane,20,CA,1548453600,72,48.83,-67.52,15.8,10.29
494,kenora,5,CA,1548453600,62,49.76,-94.48,-13.01,8.05
495,jutai,68,BR,1548455716,96,-1.71,-47.89,76.37,2.73
496,dudhani,0,IN,1548455716,61,17.36,76.37,60.08,5.64
497,igarka,24,RU,1548455716,71,67.47,86.57,-15.75,7.43
498,ayame,8,CI,1548455717,99,5.61,-3.16,75.38,5.97
499,tabou,76,CI,1548455717,100,4.42,-7.36,80.92,9.33
500,te anau,88,NZ,1548455717,79,-45.41,167.72,59.45,15.7
501,uporovo,68,RU,1548455717,79,56.31,66.27,6.76,10.45
502,mashhad,0,IR,1548453600,51,36.3,59.61,39.2,4.7
503,umm kaddadah,0,SD,1548455718,47,13.6,26.69,62.51,3.85
504,along,0,IN,1548455718,68,28.17,94.8,49.96,2.39
505,shimoda,0,JP,1548455718,100,34.7,138.93,47.93,15.82
506,kidal,32,ML,1548455719,28,18.44,1.41,52.43,10.33
507,pandua,0,IN,1548453600,87,23.08,88.29,60.8,5.82
508,ancud,80,CL,1548453600,44,-41.87,-73.83,60.8,13.87
509,moose factory,90,CA,1548454140,61,51.26,-80.61,-22.01,4.7
510,kutum,12,SD,1548455719,59,14.2,24.66,56.44,2.95
511,pakxe,0,LA,1548455720,82,15.12,105.78,60.22,2.95
512,ossora,68,RU,1548455720,93,59.24,163.07,0.41,8.77
513,senlis,75,FR,1548453600,93,49.21,2.58,44.6,6.93
514,sydney,0,AU,1548453600,69,-33.85,151.22,82.4,5.82
515,makokou,88,GA,1548455720,99,0.56,12.85,70.7,2.39
516,ornskoldsvik,88,SE,1548453000,85,63.29,18.72,17.6,5.82
517,buchanan,40,LR,1548453600,88,5.88,-10.05,78.8,6.2
518,ati,12,TD,1548455721,55,13.21,18.34,66.56,2.95
519,masjid tanah,75,MY,1548453600,83,2.35,102.11,78.8,9.17
520,laramie,1,US,1548453480,59,41.31,-105.59,30.02,14.81
521,khash,0,IR,1548455722,82,28.22,61.21,33.71,6.53
522,krasnyy luch,88,RU,1548453600,84,55.97,38.97,-0.41,4.47
523,taperoa,32,BR,1548455722,57,-7.21,-36.83,78.31,11.68
524,hailar,12,CN,1548455723,68,49.2,119.7,-2.25,12.46
525,hazorasp,0,UZ,1548451800,74,41.32,61.08,35.6,9.17
526,kulebaki,44,RU,1548455723,69,55.41,42.53,-9.58,2.39
527,cervo,56,BR,1548455723,88,-22.19,-46.24,65.75,1.95
528,shigony,44,RU,1548455724,70,53.39,48.68,-9.85,4.52
529,sao jose da coroa grande,24,BR,1548455724,99,-8.9,-35.15,73.27,5.19
530,denpasar,75,ID,1548453600,78,-8.65,115.22,82.4,17.22
531,guerrero negro,0,MX,1548455724,31,27.97,-114.04,74.84,4.74
532,udachnyy,20,RU,1548455725,46,66.42,112.4,-29.29,2.73
533,olinda,75,EC,1548453600,62,-2.03,-79.75,87.8,5.82
534,keti bandar,0,PK,1548455725,100,24.14,67.45,66.65,5.19
535,baykit,76,RU,1548455726,71,61.68,96.39,-3.1,2.73
536,gilgit,64,PK,1548455427,84,35.92,74.31,9.19,1.28
537,kyren,32,RU,1548455726,61,51.68,102.13,-10.89,2.06
538,tecoanapa,75,MX,1548452940,70,16.99,-99.26,84.2,6.93
539,rudnya,0,RU,1548455726,55,50.8,44.56,-10.8,5.19
540,rokytne,92,UA,1548455727,88,51.27,27.23,19.67,7.54
541,yima,0,CN,1548455727,81,34.75,111.87,19.54,3.4
542,grafton,0,AU,1548453600,69,-29.69,152.93,78.8,10.29
543,sampit,68,ID,1548455728,97,-2.54,112.95,75.07,4.63
544,sandwick,90,GB,1548453000,100,54.57,-2.89,44.6,26.4
545,amurzet,0,CN,1548455728,60,47.69,131.09,5.0,9.66
546,northport,1,US,1548453180,38,33.23,-87.58,51.08,10.29
547,hofn,32,IS,1548455728,100,64.25,-15.21,34.07,21.41
548,taltal,0,CL,1548455729,72,-25.41,-70.49,68.99,2.39
549,ottumwa,90,US,1548454500,73,41.02,-92.41,24.8,10.29
550,virginia beach,40,US,1548453540,41,36.85,-75.98,46.04,9.17
551,college,90,US,1548453480,95,64.86,-147.8,28.04,11.34
552,fenoarivo,75,MG,1548453600,93,-18.93,47.44,66.2,5.82
553,camacha,75,PT,1548453600,72,33.08,-16.33,62.6,4.7
554,kushiro,75,JP,1548453600,49,43.11,144.15,24.8,5.82
555,karpathos,0,GR,1548454800,55,35.51,27.21,60.8,24.16
556,mazatlan,75,MX,1548452400,47,23.22,-106.42,80.6,6.93
557,hambantota,75,LK,1548450600,100,6.12,81.12,77.0,5.82
558,carauari,68,BR,1548455731,91,-4.88,-66.9,77.27,3.4
559,tazovskiy,8,RU,1548455731,61,67.47,78.7,-33.52,3.18
560,suba,92,CN,1548455732,92,28.73,103.51,38.48,2.17
561,ozernovskiy,36,RU,1548455732,100,51.5,156.52,17.47,5.75
562,slave lake,90,CA,1548453600,60,55.28,-114.77,39.2,18.34
563,san juan,75,PH,1548453600,83,14.6,121.03,75.2,4.7
564,santa rosa,48,AR,1548455544,95,-36.62,-64.29,75.79,2.62
565,garhi khairo,68,PK,1548455735,98,28.06,67.98,46.99,6.42
566,calvinia,0,ZA,1548455735,55,-31.47,19.78,55.99,5.41
567,greenwood,0,US,1548454500,24,32.03,-101.9,62.42,4.7
568,aswan,68,EG,1548455532,80,24.09,32.9,62.87,1.28
569,venado tuerto,20,AR,1548455494,64,-33.75,-61.97,88.16,13.58
570,kuala terengganu,75,MY,1548453600,94,5.33,103.14,71.6,2.24
571,iquique,0,CL,1548453600,64,-20.22,-70.14,73.4,17.22
572,rosetta,0,EG,1548459903,72,31.4,30.42,50.77,12.12
